#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2018-11-19T09:29:39 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5bf2809ea7aa	
#INFO	-out.max=9999	
#INFO	queryParameters=18	
#-oc.form=dec
#-out.max=9999
#-order=I
#-nav=cat:J/A+A/616/A10&tab:{J/A+A/616/A10/tablea1b}&key:source=J/A+A/616/A10/tablea1b&HTTPPRM:&&-ref=VIZ5bf2809ea7aa&-out.max=9999&-out.form=HTML Table&-order=I&-oc.form=sexa&-out.src=J/A+A/616/A10/tablea1b&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-out=Source&-out=Cluster&Cluster=NGC2168&-out=RA_ICRS&-out=DE_ICRS&-out=Gmag&-out=_RA.icrs&-out=_DE.icrs&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-out.src=J/A+A/616/A10/tablea1b
#-source=J/A+A/616/A10/tablea1b
#-out=Source
#-out=Cluster
#Cluster=NGC2168
#-out=RA_ICRS
#-out=DE_ICRS
#-out=Gmag
#-out=_RA.icrs
#-out=_DE.icrs
#

#RESOURCE=yCat_36160010
#Name: J/A+A/616/A10
#Title: 46 open clusters GaiaDR2 HR diagrams (Gaia Collaboration, 2018)
#Coosys	H_2015.500:	ICRS
#Table	J_A_A_616_A10_tablea1b:
#Name: J/A+A/616/A10/tablea1b
#Title: Stars in 37 open clusters beyond 250pc
#Column	Source	(I22)	Source identifier in Gaia DR2 (source_id)	[ucd=meta.id]
#Column	Cluster	(A8)	Cluster identifier	[ucd=meta.id.parent]
#Column	RA_ICRS	(F9.5)	Right Ascension (ICRS), epoch 2015.5	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F9.5)	Declination (ICRS), epoch 2015.5	[ucd=pos.eq.dec;meta.main]
#Column	Gmag	(F6.3)	Gaia G mean magnitude	[ucd=phot.mag;em.opt.V]
#Column	_RA.icrs	(F9.5)	Right ascension (ICRS) at Epoch=J2015.5 (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F9.5)	Declination (ICRS) at Epoch=J2015.5 (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
 	 	deg	deg	mag	deg	deg
   3425494288396607488	NGC2168 	092.60575	+23.98807	12.122	092.60575	+23.98807
   3425509376619203840	NGC2168 	092.61349	+24.12710	16.338	092.61349	+24.12710
   3425513362348884992	NGC2168 	092.44164	+24.15938	10.470	092.44164	+24.15938
   3425512228477543680	NGC2168 	092.35343	+24.13563	16.862	092.35343	+24.13563
   3425506348666953216	NGC2168 	092.29235	+24.10302	18.426	092.29235	+24.10302
   3425506348666949632	NGC2168 	092.28809	+24.10079	15.921	092.28809	+24.10079
   3425460753291885184	NGC2168 	093.35046	+24.03112	18.945	093.35046	+24.03112
   3425465048260743040	NGC2168 	093.04653	+23.92946	17.671	093.04653	+23.92946
   3425491333460620800	NGC2168 	092.74325	+23.93371	16.589	092.74325	+23.93371
   3425505493968870144	NGC2168 	092.24901	+24.03819	16.455	092.24901	+24.03819
   3425506799638890368	NGC2168 	092.45429	+24.01383	12.198	092.45429	+24.01383
   3425504149643398400	NGC2168 	092.20533	+24.01837	17.311	092.20533	+24.01837
   3425487661264989056	NGC2168 	092.50577	+23.89723	10.028	092.50577	+23.89723
   3425505798908955904	NGC2168 	092.23417	+24.05855	12.221	092.23417	+24.05855
   3425504497536455552	NGC2168 	092.29022	+24.00830	16.321	092.29022	+24.00830
   3425515007321855232	NGC2168 	092.43309	+24.24528	18.215	092.43309	+24.24528
   3425516965825990528	NGC2168 	092.82379	+24.07570	18.002	092.82379	+24.07570
   3425505768846775552	NGC2168 	092.22192	+24.06877	14.189	092.22192	+24.06877
   3425494597635896960	NGC2168 	092.51633	+23.96673	19.254	092.51633	+23.96673
   3425488245380204032	NGC2168 	092.42091	+23.90644	17.648	092.42091	+23.90644
   3425504669335148160	NGC2168 	092.26868	+24.02478	18.297	092.26868	+24.02478
   3425510574915032960	NGC2168 	092.58003	+24.18242	17.974	092.58003	+24.18242
   3425501783117101440	NGC2168 	092.38797	+24.01912	16.092	092.38797	+24.01912
   3425516897106528000	NGC2168 	092.76217	+24.07932	18.872	092.76217	+24.07932
   3425512778233338112	NGC2168 	092.39639	+24.17836	11.824	092.39639	+24.17836
   3425461440486649088	NGC2168 	093.30649	+24.02193	17.213	093.30649	+24.02193
   3425484461512734720	NGC2168 	092.54316	+23.87637	19.599	092.54316	+23.87637
   3425514938602380544	NGC2168 	092.47697	+24.25144	15.855	092.47697	+24.25144
   3425480303983697280	NGC2168 	092.46253	+23.68276	14.271	092.46253	+23.68276
   3425506451746232064	NGC2168 	092.27891	+24.12017	17.340	092.27891	+24.12017
   3425509372323994112	NGC2168 	092.61140	+24.12384	15.589	092.61140	+24.12384
   3425497488149739648	NGC2168 	092.59543	+24.09379	14.286	092.59543	+24.09379
   3425490096509828736	NGC2168 	092.59873	+23.87708	17.708	092.59873	+23.87708
   3425510643634509952	NGC2168 	092.53679	+24.18199	18.329	092.53679	+24.18199
   3425511335124344832	NGC2168 	092.38011	+24.11741	14.952	092.38011	+24.11741
   3425497999249521280	NGC2168 	092.27486	+23.83860	17.674	092.27486	+23.83860
   3425485153004147328	NGC2168 	092.41327	+23.79704	15.133	092.41327	+23.79704
   3425487867423096960	NGC2168 	092.40801	+23.86042	15.183	092.40801	+23.86042
   3425481644013693568	NGC2168 	092.43112	+23.74018	17.542	092.43112	+23.74018
   3425507276379702528	NGC2168 	092.52427	+24.05598	18.690	092.52427	+24.05598
   3425514977256548608	NGC2168 	092.48284	+24.27588	16.006	092.48284	+24.27588
   3425502813909288064	NGC2168 	092.27669	+23.97631	16.154	092.27669	+23.97631
   3425511025886704256	NGC2168 	092.39585	+24.08347	14.230	092.39585	+24.08347
   3425485526666102528	NGC2168 	092.39584	+23.82618	19.345	092.39584	+23.82618
   3425493635563084288	NGC2168 	092.51301	+23.92953	19.304	092.51301	+23.92953
   3425498342845743360	NGC2168 	092.32485	+23.87247	12.057	092.32485	+23.87247
   3425515252134456960	NGC2168 	092.45738	+24.29289	15.434	092.45738	+24.29289
   3425453301526743936	NGC2168 	093.18754	+23.91125	14.777	093.18754	+23.91125
   3425490440108717952	NGC2168 	092.60023	+23.90780	19.616	092.60023	+23.90780
   3425514182687584512	NGC2168 	092.41204	+24.18609	17.916	092.41204	+24.18609
   3425494842449931008	NGC2168 	092.51706	+23.98516	15.303	092.51706	+23.98516
   3425510579210039296	NGC2168 	092.56884	+24.19070	11.131	092.56884	+24.19070
   3425513529852556288	NGC2168 	092.46916	+24.18805	18.564	092.46916	+24.18805
   3425506627840195456	NGC2168 	092.48478	+23.99309	16.075	092.48478	+23.99309
   3425515252134459264	NGC2168 	092.45865	+24.28412	15.308	092.45865	+24.28412
   3425484427152989824	NGC2168 	092.53760	+23.87206	12.974	092.53760	+23.87206
   3425511506923033344	NGC2168 	092.40918	+24.10800	14.148	092.40918	+24.10800
   3425466839263365248	NGC2168 	093.05765	+24.03330	15.474	093.05765	+24.03330
   3425498347143315328	NGC2168 	092.33060	+23.88110	15.548	092.33060	+23.88110
   3425510510490564736	NGC2168 	092.57956	+24.17315	17.135	092.57956	+24.17315
   3425486626176242176	NGC2168 	092.36216	+23.87144	18.832	092.36216	+23.87144
   3425512846952824960	NGC2168 	092.35705	+24.16869	11.313	092.35705	+24.16869
   3425467762680214400	NGC2168 	092.93860	+23.96595	17.300	092.93860	+23.96595
   3425507070221188736	NGC2168 	092.51413	+24.03523	16.667	092.51413	+24.03523
   3425510510490565248	NGC2168 	092.57365	+24.17566	13.815	092.57365	+24.17566
   3425463398993125376	NGC2168 	092.99724	+23.88328	19.181	092.99724	+23.88328
   3425508414546577408	NGC2168 	092.44044	+24.08851	11.418	092.44044	+24.08851
   3425512739578509056	NGC2168 	092.38119	+24.16917	18.741	092.38119	+24.16917
   3425502156776719872	NGC2168 	092.18432	+23.91015	16.092	092.18432	+23.91015
   3425463433352933376	NGC2168 	093.00422	+23.90138	17.436	093.00422	+23.90138
   3425506314308703872	NGC2168 	092.26158	+24.11082	18.134	092.26158	+24.11082
   3425515110401080448	NGC2168 	092.44322	+24.26257	13.794	092.44322	+24.26257
   3425496831019269376	NGC2168 	092.61901	+24.06453	17.465	092.61901	+24.06453
   3425490165230801408	NGC2168 	092.62818	+23.88477	19.499	092.62818	+23.88477
   3425504360097514112	NGC2168 	092.27349	+23.98093	18.788	092.27349	+23.98093
   3425513323694118400	NGC2168 	092.48482	+24.18567	15.870	092.48482	+24.18567
   3425487794406066304	NGC2168 	092.41246	+23.85153	12.631	092.41246	+23.85153
   3425507826135544320	NGC2168 	092.44807	+24.06034	16.166	092.44807	+24.06034
   3425487931846327552	NGC2168 	092.43992	+23.87877	15.466	092.43992	+23.87877
   3425516553509014912	NGC2168 	092.79833	+24.04671	17.276	092.79833	+24.04671
   3425510957167241088	NGC2168 	092.35565	+24.06770	13.537	092.35565	+24.06770
   3425506765279158912	NGC2168 	092.43445	+24.00401	12.395	092.43445	+24.00401
   3425507104580918400	NGC2168 	092.48596	+24.03271	18.848	092.48596	+24.03271
   3425505352234444032	NGC2168 	092.32770	+24.07633	18.577	092.32770	+24.07633
   3425507589912879360	NGC2168 	092.41784	+24.02129	16.039	092.41784	+24.02129
   3425500683606119168	NGC2168 	092.43829	+23.97867	15.318	092.43829	+23.97867
   3425463678167513984	NGC2168 	092.93590	+23.86908	14.912	092.93590	+23.86908
   3425503874765385344	NGC2168 	092.21726	+23.99587	18.322	092.21726	+23.99587
   3425503157506676224	NGC2168 	092.23945	+23.99343	16.654	092.23945	+23.99343
   3425498484582257152	NGC2168 	092.35389	+23.89343	16.481	092.35389	+23.89343
   3425500679307943808	NGC2168 	092.43813	+23.98907	11.792	092.43813	+23.98907
   3425499373639318144	NGC2168 	092.29132	+23.90696	17.816	092.29132	+23.90696
   3425503702964919168	NGC2168 	092.14848	+24.00353	11.838	092.14848	+24.00353
   3425515728875263232	NGC2168 	092.82293	+24.03973	17.780	092.82293	+24.03973
   3425468759112800384	NGC2168 	092.90712	+24.00992	16.707	092.90712	+24.00992
   3425455053873387776	NGC2168 	093.31205	+23.90284	16.612	093.31205	+23.90284
   3425494395773345920	NGC2168 	092.51087	+23.93763	11.760	092.51087	+23.93763
   3425515247840063744	NGC2168 	092.46412	+24.29032	18.408	092.46412	+24.29032
   3425500954187642880	NGC2168 	092.41294	+24.00321	18.346	092.41294	+24.00321
   3425515763236077312	NGC2168 	092.79970	+24.02566	17.433	092.79970	+24.02566
   3425503496806526336	NGC2168 	092.14450	+23.97324	17.072	092.14450	+23.97324
   3425514736738398208	NGC2168 	092.45597	+24.23036	16.564	092.45597	+24.23036
   3425471099870933760	NGC2168 	092.95404	+24.09462	11.889	092.95404	+24.09462
   3425500335712153728	NGC2168 	092.38487	+23.95187	19.751	092.38487	+23.95187
   3425502878332926208	NGC2168 	092.26760	+23.98448	18.519	092.26760	+23.98448
   3425503531166262144	NGC2168 	092.12682	+23.96590	18.546	092.12682	+23.96590
   3425510368756507136	NGC2168 	092.56124	+24.15438	18.471	092.56124	+24.15438
   3425454023081241472	NGC2168 	093.33668	+23.84651	14.882	093.33668	+23.84651
   3425506142508485120	NGC2168 	092.29689	+24.09343	19.173	092.29689	+24.09343
   3425484328370373632	NGC2168 	092.52242	+23.85927	14.962	092.52242	+23.85927
   3425510643634481408	NGC2168 	092.54195	+24.17337	17.728	092.54195	+24.17337
   3425515595732179456	NGC2168 	092.80433	+24.01586	14.836	092.80433	+24.01586
   3425503363665127040	NGC2168 	092.19319	+23.96749	11.966	092.19319	+23.96749
   3425501641382408576	NGC2168 	092.38041	+24.00210	18.895	092.38041	+24.00210
   3425503363665127296	NGC2168 	092.18934	+23.96990	15.000	092.18934	+23.96990
   3425485904621486592	NGC2168 	092.32252	+23.80635	17.476	092.32252	+23.80635
   3425512915672953728	NGC2168 	092.35989	+24.18527	13.702	092.35989	+24.18527
   3425487966206120192	NGC2168 	092.44799	+23.89405	19.034	092.44799	+23.89405
   3425504222658565888	NGC2168 	092.18830	+24.03879	15.729	092.18830	+24.03879
   3425491917577486208	NGC2168 	092.75279	+23.96141	19.271	092.75279	+23.96141
   3425497312055729024	NGC2168 	092.66820	+24.09873	18.649	092.66820	+24.09873
   3425497900466732544	NGC2168 	092.30569	+23.84723	15.378	092.30569	+23.84723
   3425509239180261376	NGC2168 	092.58962	+24.09908	10.515	092.58962	+24.09908
   3425507967869993856	NGC2168 	092.40489	+24.06073	14.118	092.40489	+24.06073
   3425472439900703744	NGC2168 	093.12467	+24.03431	18.256	093.12467	+24.03431
   3425494494556653440	NGC2168 	092.49547	+23.95900	18.629	092.49547	+23.95900
   3425507796071301120	NGC2168 	092.42312	+24.04611	17.310	092.42312	+24.04611
   3425501057266647552	NGC2168 	092.32162	+23.94776	19.363	092.32162	+23.94776
   3425506868358368896	NGC2168 	092.44070	+24.01957	16.489	092.44070	+24.01957
   3425517412502710912	NGC2168 	092.79626	+24.10973	18.617	092.79626	+24.10973
   3425509720216584832	NGC2168 	092.58163	+24.16328	10.901	092.58163	+24.16328
   3425497281991301120	NGC2168 	092.65561	+24.07585	16.165	092.65561	+24.07585
   3425507624272612096	NGC2168 	092.42724	+24.03558	15.315	092.42724	+24.03558
   3425459211401738496	NGC2168 	093.20849	+23.93334	15.570	093.20849	+23.93334
   3425501229065471744	NGC2168 	092.35157	+23.98218	16.027	092.35157	+23.98218
   3425506181161346176	NGC2168 	092.30948	+24.10760	16.579	092.30948	+24.10760
   3425506657904264704	NGC2168 	092.49674	+24.01603	16.149	092.49674	+24.01603
   3425507418114160896	NGC2168 	092.48551	+24.06104	12.648	092.48551	+24.06104
   3425496040745090048	NGC2168 	092.68561	+24.01511	16.675	092.68561	+24.01511
   3425510751008737920	NGC2168 	092.54616	+24.18932	14.366	092.54616	+24.18932
   3425513151895374208	NGC2168 	092.44203	+24.15545	14.006	092.44203	+24.15545
   3425450926407929600	NGC2168 	093.03839	+23.83960	16.350	093.03839	+23.83960
   3425503741622243072	NGC2168 	092.20348	+23.98277	12.499	092.20348	+23.98277
   3425501336440533504	NGC2168 	092.30102	+23.96973	16.091	092.30102	+23.96973
   3425510231317545600	NGC2168 	092.50882	+24.15138	18.677	092.50882	+24.15138
   3425511266404881408	NGC2168 	092.34346	+24.10220	15.557	092.34346	+24.10220
   3425507864790785536	NGC2168 	092.39361	+24.04793	15.445	092.39361	+24.04793
   3425499579797901568	NGC2168 	092.30672	+23.94835	19.030	092.30672	+23.94835
   3425508582050656896	NGC2168 	092.46523	+24.10897	17.431	092.46523	+24.10897
   3425506765279157504	NGC2168 	092.44204	+24.00557	15.300	092.44204	+24.00557
   3425516690947985408	NGC2168 	092.75458	+24.05009	15.518	092.75458	+24.05009
   3425509548417900032	NGC2168 	092.58148	+24.13446	13.822	092.58148	+24.13446
   3425499098761328128	NGC2168 	092.22747	+23.88504	18.464	092.22747	+23.88504
   3425483538096413056	NGC2168 	092.52668	+23.78659	15.450	092.52668	+23.78659
   3425499618453642112	NGC2168 	092.25990	+23.92134	14.991	092.25990	+23.92134
   3425512155462853760	NGC2168 	092.36536	+24.13622	16.356	092.36536	+24.13622
   3425506932782242176	NGC2168 	092.47232	+24.03610	17.230	092.47232	+24.03610
   3425507551257717632	NGC2168 	092.49942	+24.08325	18.357	092.49942	+24.08325
   3425512533419993472	NGC2168 	092.36609	+24.14231	16.572	092.36609	+24.14231
   3425506348666944256	NGC2168 	092.28249	+24.10043	17.620	092.28249	+24.10043
   3425506799636627584	NGC2168 	092.44185	+24.00945	10.880	092.44185	+24.00945
   3425502710830093568	NGC2168 	092.23283	+23.94924	14.729	092.23283	+23.94924
   3425512743873602176	NGC2168 	092.38294	+24.17736	14.738	092.38294	+24.17736
   3425513190550185984	NGC2168 	092.46364	+24.16717	17.275	092.46364	+24.16717
   3425504665039464576	NGC2168 	092.27116	+24.02190	18.130	092.27116	+24.02190
   3425488378523023488	NGC2168 	092.47168	+23.90558	17.277	092.47168	+23.90558
   3425499858971793408	NGC2168 	092.28393	+23.95181	13.419	092.28393	+23.95181
   3425513396708618240	NGC2168 	092.44996	+24.16959	15.840	092.44996	+24.16959
   3425504463176711808	NGC2168 	092.32094	+24.00487	18.982	092.32094	+24.00487
   3425491028519307136	NGC2168 	092.62918	+23.95538	15.788	092.62918	+23.95538
   3425460787651626240	NGC2168 	093.33278	+24.03679	17.772	093.33278	+24.03679
   3425494322758084480	NGC2168 	092.57363	+23.99168	19.154	092.57363	+23.99168
   3425509131808265856	NGC2168 	092.56535	+24.11192	19.478	092.56535	+24.11192
   3425510162598035072	NGC2168 	092.48135	+24.13844	18.128	092.48135	+24.13844
   3425499206136792832	NGC2168 	092.23833	+23.89900	17.452	092.23833	+23.89900
   3425510677991795968	NGC2168 	092.52079	+24.17735	11.918	092.52079	+24.17735
   3425498686444546816	NGC2168 	092.33406	+23.90713	18.185	092.33406	+23.90713
   3425514530579986432	NGC2168 	092.38523	+24.22012	13.772	092.38523	+24.22012
   3425512430340809856	NGC2168 	092.34294	+24.15199	18.699	092.34294	+24.15199
   3425483533799513216	NGC2168 	092.52781	+23.80190	15.929	092.52781	+23.80190
   3425462200698585728	NGC2168 	093.37045	+24.10400	16.399	093.37045	+24.10400
   3425501954915798784	NGC2168 	092.37164	+24.01174	14.820	092.37164	+24.01174
   3425513495494565376	NGC2168 	092.46025	+24.18958	19.263	092.46025	+24.18958
   3425511914942378752	NGC2168 	092.41239	+24.15729	10.167	092.41239	+24.15729
   3425515213480279296	NGC2168 	092.45403	+24.28055	11.910	092.45403	+24.28055
   3425456634421332096	NGC2168 	093.50599	+23.96449	15.499	093.50599	+23.96449
   3425510334394414464	NGC2168 	092.55131	+24.14156	11.342	092.55131	+24.14156
   3425509887720061824	NGC2168 	092.50816	+24.12143	17.227	092.50816	+24.12143
   3425509544120432384	NGC2168 	092.57916	+24.13826	12.686	092.57916	+24.13826
   3425461272986013184	NGC2168 	093.38450	+24.05450	12.473	093.38450	+24.05450
   3425511777503426432	NGC2168 	092.37861	+24.13603	11.621	092.37861	+24.13603
   3425507929214737152	NGC2168 	092.37702	+24.05449	17.922	092.37702	+24.05449
   3425511743143688832	NGC2168 	092.40811	+24.13067	10.991	092.40811	+24.13067
   3425493227542522880	NGC2168 	092.70837	+24.02678	16.665	092.70837	+24.02678
   3425504080922086016	NGC2168 	092.17222	+24.01250	17.105	092.17222	+24.01250
   3425509818998341376	NGC2168 	092.51323	+24.11404	12.207	092.51323	+24.11404
   3425514629365823360	NGC2168 	092.42857	+24.23175	18.093	092.42857	+24.23175
   3425509200525282304	NGC2168 	092.54233	+24.11909	19.127	092.54233	+24.11909
   3425464464145206272	NGC2168 	092.98181	+23.93313	19.222	092.98181	+23.93313
   3425514358781283328	NGC2168 	092.43924	+24.21451	10.372	092.43924	+24.21451
   3425485221723613824	NGC2168 	092.45328	+23.80079	13.878	092.45328	+23.80079
   3425506417386472960	NGC2168 	092.26949	+24.11480	18.396	092.26949	+24.11480
   3425508547690188672	NGC2168 	092.45805	+24.09945	18.435	092.45805	+24.09945
   3425518000913809792	NGC2168 	092.90108	+24.12950	14.776	092.90108	+24.12950
   3425511262109540992	NGC2168 	092.35210	+24.10353	17.263	092.35210	+24.10353
   3425502401592467712	NGC2168 	092.18692	+23.92316	18.044	092.18692	+23.92316
   3425506249883096064	NGC2168 	092.27570	+24.09437	16.459	092.27570	+24.09437
   3425513224909920000	NGC2168 	092.48888	+24.15889	14.812	092.48888	+24.15889
   3425483087122982144	NGC2168 	092.61040	+23.82053	17.946	092.61040	+23.82053
   3425502298513245312	NGC2168 	092.21222	+23.92336	19.586	092.21222	+23.92336
   3425505734487042048	NGC2168 	092.21852	+24.05176	14.899	092.21852	+24.05176
   3425487141572308736	NGC2168 	092.47688	+23.87081	19.079	092.47688	+23.87081
   3425510269972420736	NGC2168 	092.49004	+24.15673	15.491	092.49004	+24.15673
   3425500988547149440	NGC2168 	092.32741	+23.94223	17.195	092.32741	+23.94223
   3425510643634492160	NGC2168 	092.53775	+24.17685	17.577	092.53775	+24.17685
   3425515763234958208	NGC2168 	092.80607	+24.02581	15.167	092.80607	+24.02581
   3425481369135704064	NGC2168 	092.44632	+23.71993	19.010	092.44632	+23.71993
   3425467522163404416	NGC2168 	092.92839	+23.95281	19.582	092.92839	+23.95281
   3425495353550343552	NGC2168 	092.54328	+24.01812	16.957	092.54328	+24.01812
   3425494906873655680	NGC2168 	092.49905	+23.99552	18.983	092.49905	+23.99552
   3425485805838830976	NGC2168 	092.33987	+23.80092	17.143	092.33987	+23.80092
   3425501229067628672	NGC2168 	092.35392	+23.98507	19.774	092.35392	+23.98507
   3425513220614804992	NGC2168 	092.48532	+24.15838	18.959	092.48532	+24.15838
   3425488069287963520	NGC2168 	092.39781	+23.88352	18.899	092.39781	+23.88352
   3425505700127302144	NGC2168 	092.22672	+24.05224	14.794	092.22672	+24.05224
   3425487867423093888	NGC2168 	092.40721	+23.87166	10.063	092.40721	+23.87166
   3425470614538868352	NGC2168 	092.94422	+24.06001	14.330	092.94422	+24.06001
   3425464395424231424	NGC2168 	093.00630	+23.94403	12.229	093.00630	+23.94403
   3425504360097512704	NGC2168 	092.27551	+23.98247	13.861	092.27551	+23.98247
   3425496491717660288	NGC2168 	092.69276	+24.06956	12.942	092.69276	+24.06956
   3425502053699394048	NGC2168 	092.36886	+24.03531	19.577	092.36886	+24.03531
   3425513736011051392	NGC2168 	092.50282	+24.20942	15.340	092.50282	+24.20942
   3425481369135699456	NGC2168 	092.45253	+23.71810	18.663	092.45253	+23.71810
   3425506593480464640	NGC2168 	092.45451	+23.99781	15.796	092.45451	+23.99781
   3426572535647495040	NGC2168 	091.74029	+25.05359	18.509	091.74029	+25.05359
   3426591875881619456	NGC2168 	091.66391	+25.28276	18.788	091.66391	+25.28276
   3426551473127946496	NGC2168 	091.60304	+25.01547	15.009	091.60304	+25.01547
   3426578956621510272	NGC2168 	091.72650	+25.21447	19.157	091.72650	+25.21447
   3426557138185048064	NGC2168 	091.31507	+24.97201	19.539	091.31507	+24.97201
   3426591223047867520	NGC2168 	091.69810	+25.26702	13.612	091.69810	+25.26702
   3426571019521399424	NGC2168 	091.76743	+24.98977	18.547	091.76743	+24.98977
   3426597270361873664	NGC2168 	091.73902	+25.30074	18.929	091.73902	+25.30074
   3426560887695773440	NGC2168 	091.27719	+25.07260	17.666	091.27719	+25.07260
   3426578239364008960	NGC2168 	091.77732	+25.19448	16.635	091.77732	+25.19448
   3426569718148391040	NGC2168 	091.36160	+25.16878	19.256	091.36160	+25.16878
   3426554806022923264	NGC2168 	091.17252	+24.88845	16.673	091.17252	+24.88845
   3426564632907748864	NGC2168 	091.49506	+25.09386	16.156	091.49506	+25.09386
   3426557859739440896	NGC2168 	091.16443	+24.92792	16.304	091.16443	+24.92792
   3426593323283525248	NGC2168 	091.49005	+25.26600	17.717	091.49005	+25.26600
   3426595277495807488	NGC2168 	091.55763	+25.30712	13.839	091.55763	+25.30712
   3426599989078292096	NGC2168 	091.90373	+25.42179	15.056	091.90373	+25.42179
   3426557864038983168	NGC2168 	091.16591	+24.92700	14.951	091.16591	+24.92700
   3426587894450384384	NGC2168 	091.95019	+25.38457	11.878	091.95019	+25.38457
   3426581022500051584	NGC2168 	091.88115	+25.19427	18.932	091.88115	+25.19427
   3426597304721640448	NGC2168 	091.75921	+25.32148	18.981	091.75921	+25.32148
   3426552190382859008	NGC2168 	091.52578	+25.01774	19.723	091.52578	+25.01774
   3426552229042212864	NGC2168 	091.53737	+25.02921	19.162	091.53737	+25.02921
   3426595831549226752	NGC2168 	091.60537	+25.35715	19.666	091.60537	+25.35715
   3426593873044216064	NGC2168 	091.54277	+25.31190	18.276	091.54277	+25.31190
   3426553496052439936	NGC2168 	091.21172	+24.81995	17.149	091.21172	+24.81995
   3426581121284712320	NGC2168 	091.88807	+25.21412	14.602	091.88807	+25.21412
   3426597270362723072	NGC2168 	091.74678	+25.31236	19.618	091.74678	+25.31236
   3426572874947236480	NGC2168 	091.75267	+25.08345	12.641	091.75267	+25.08345
   3426558409495329280	NGC2168 	091.20863	+24.95909	19.014	091.20863	+24.95909
   3426555768095501440	NGC2168 	091.28500	+24.91350	18.547	091.28500	+24.91350
   3426556420930423040	NGC2168 	091.36850	+24.97891	18.434	091.36850	+24.97891
   3426567068149853696	NGC2168 	091.36645	+25.11309	18.489	091.36645	+25.11309
   3426565835497903744	NGC2168 	091.44828	+25.15516	10.387	091.44828	+25.15516
   3426599954718559104	NGC2168 	091.89407	+25.41382	16.086	091.89407	+25.41382
   3426572084673311488	NGC2168 	091.74616	+25.02743	17.392	091.74616	+25.02743
   3426574111897920896	NGC2168 	091.80236	+25.07940	19.102	091.80236	+25.07940
   3426684028697827712	NGC2168 	092.85459	+24.89832	18.583	092.85459	+24.89832
   3426711864383950208	NGC2168 	093.16030	+24.99504	14.838	093.16030	+24.99504
   3426734468795006464	NGC2168 	092.92778	+25.29730	17.676	092.92778	+25.29730
   3426708943803220736	NGC2168 	092.75101	+25.14381	14.642	092.75101	+25.14381
   3426708595911328768	NGC2168 	092.64786	+25.11147	14.147	092.64786	+25.11147
   3426751756040069376	NGC2168 	092.40189	+25.10024	14.515	092.40189	+25.10024
   3426705091217844736	NGC2168 	092.92547	+25.06427	15.541	092.92547	+25.06427
   3426697154118036736	NGC2168 	092.78066	+24.97168	19.086	092.78066	+24.97168
   3426731754375467520	NGC2168 	093.07698	+25.24768	19.042	093.07698	+25.24768
   3426713066974789760	NGC2168 	093.12046	+25.05276	18.227	093.12046	+25.05276
   3426700349573779712	NGC2168 	092.52297	+24.99639	17.871	092.52297	+24.99639
   3426685682263376640	NGC2168 	092.99082	+24.86058	15.447	092.99082	+24.86058
   3426684410953101696	NGC2168 	092.72984	+24.86986	13.313	092.72984	+24.86986
   3426694920738909824	NGC2168 	092.67916	+24.87413	18.533	092.67916	+24.87413
   3426705778412776448	NGC2168 	092.92185	+25.11382	18.416	092.92185	+25.11382
   3426686850494472192	NGC2168 	093.00569	+24.89043	16.864	093.00569	+24.89043
   3426696505580758144	NGC2168 	092.69008	+24.90383	15.418	092.69008	+24.90383
   3426682585591398400	NGC2168 	092.76032	+24.83722	18.732	092.76032	+24.83722
   3426696093263904512	NGC2168 	092.62983	+24.93139	16.687	092.62983	+24.93139
   3426684715892609152	NGC2168 	092.82015	+24.90428	17.171	092.82015	+24.90428
   3426700491310413184	NGC2168 	092.54508	+25.01753	10.932	092.54508	+25.01753
   3426694478356217856	NGC2168 	092.63749	+24.85826	14.080	092.63749	+24.85826
   3426685437446992128	NGC2168 	092.97084	+24.82529	17.075	092.97084	+24.82529
   3426750136834203904	NGC2168 	092.49885	+25.10281	11.495	092.49885	+25.10281
   3426750205554520320	NGC2168 	092.54337	+25.11894	18.338	092.54337	+25.11894
   3426703549327307136	NGC2168 	092.88241	+25.05189	12.178	092.88241	+25.05189
   3426747319336163584	NGC2168 	092.51368	+25.01206	18.141	092.51368	+25.01206
   3426696574300222464	NGC2168 	092.71660	+24.91985	15.797	092.71660	+24.91985
   3426730826662435328	NGC2168 	092.99973	+25.22049	17.166	092.99973	+25.22049
   3426752237076426624	NGC2168 	092.32973	+25.09554	15.046	092.32973	+25.09554
